global_clust_number,cluster_name,votepropensity2017g_buckets,sy_vch_index_buckets,age,catalistmodel_religious_attendance_bin,catalistmodel_gun_owner,catalistmodel_education,catalistmodel_ideology,catalistmodel_child,married,non_caucasian,income_num,is_protestant,is_female,is_caucasian,catalistmodel_income,is_urban,is_coastal,vch_bucket_low,vch_bucket_med,vch_bucket_high,vote_bucket_low,vote_bucket_med,vote_bucket_high,catalistmodel_voteprop2018,catalistmodel_vch_index,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,count,Damage_to_the_Great_Lakes_because_of_pipeline_leaks_could_hurt_Michigans_economy,The_Line_5_pipeline_has_a_serious_impact_on_clean_water,The_Line_5_pipeline_poses_a_direct_risk_to_health_of_Michigan_communities,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider,Michigan_should_do_more_to_protect_fresh_water_bodies_from_oil_spills_and_other_pollution,The_economic_boost_that_pipelines_create_for__Michigan__is_worth_some_risks_of_potential_pipeline_leaks,The_risks_of_oil_pipeline_leakages_is_too_low_a_probability_to_worry_about_very_much,a_national_effort_to_cut_carbon_dioxide_emissions_by_setting_state_limits_is_a_priority_to_implement,Carbon_taxes_and_CO2_emissions_caps_pose_too_much_risk_to_the_economy,Michigan_should_do_more_to_help_children_and_families_affected_by_lead_poisoning_in_Flint,Investments_in_remedial_education_and_enrichment_programs_are_needed_to_support_children_affected_by_lead_poisoning_in_Flint,Women_have_a_right_to_choose_to_have_an_abortion,Women_should_be_able_to_access_abortions_through_health_insurance_in_the_case_of_rape_or_incest,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Planned_Parenthood_should_not_receive_public_funding,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,NAFTA_should_be_abolished_or_dramatically_reformed,I_support_stricter_gun_reform_legislation,Michigan_is_facing_an_opioid_crisis,Health_Care_is_unaffordable_in_Michigan_these_days,Auto_insurance_rates_are_too_high_in_Michigan,The_costs_of_a_college_education__have_become_unaffordable_in_Michigan,Closing_skill_gaps_for_the_workforce_in_Michigan_is_a_priority,Michigan_should_raise_the_state_minimum_wage,Politics_in_Michigan_are_corrupt,Legalizing_and_taxing_marijuana_is_a_good_option_for_increasing_state_revenues_and_funding,Legalizing_marijuana_is_a_bad_idea,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment,Ensuring_women_receive_equal_pay_for_their_work_is_a_political_priority,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,PreKindergarten_education_should_be_available_to_all_Michigan_families,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Police_should_be_able_to_confiscate_firearms_and_ammunition_from_a_person_whom_a_judge_deems_a_legitimate_threat,Charter_schools_are_leaving_Michigan_children_behind,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Adoption_agencies_should_be_able_to_deny_couples_an_adoption_for_religious_reasons,A_study_by_Michigan_State_U_puts_the_cost_of_cleaning_a_spill_from_the_Line_5_pipeline_at_6_billion,ruptured_or_leakedoil_spilled_could_cover_more_than_17000_square_miles,Enbridge_Line_5_has_spilled_at_least_11M_gallons_in_past_50_years,In_2010_when_the_Line_6B_spilled_into_the_Kalamazoo_River_the_company_didnt_notice_the_pipeline_had_ruptured_until_being_alerted_by_an_outside_caller_17_hours_later,where_children_suffered_brain_damage_due_to_lead_poisoning_from_contaminated_water_sources_dropped_from_418_percent_to_107_percent,Children_in_Flint_exposed_to_contaminated_water_are_at_risk_for_a_number_of_problems_including_lower_IQ_scores_developmental_delays_and_behavioral_issues_Even_after_lead_exposure_stops_the_effects_can_last_for_years_or_even_be_permanent,A_2016_Study_estimated_275_people_in_Michigan_die_each_year_due_to_air_pollution,Michigan_has_high_rates_of_asthma_even_higher_in_Detroit_where_asthma_hospitalization_rate_is_triple_the_state_average,AfricanAmerican_children_in_metro_Detroit_suffered_2402_asthma_attacks_and_missed_1751_school_days_due_to_asthma_per_year,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Breast_cancer_is_the_second_leading_cause_of_cancer_death_Each_year_1400_to_1500_Michigan_women_die_of_breast_cancer,1_in_5_women_in_America_has_relied_on_Planned_Parenthood,Bill_Schuette_Republican,Patrick_Colbeck_Republican,Brian_Calley_Republican,Gretchen_Whitmer_Democrat,Abdul_ElSayed_Democrat,Shri_Thanedar_Democrat,issue_1,issue_2,issue_3
456,clust_618_456,vote_bucket_high,vch_bucket_med,43.35722537,11.52672273,41.98558777,38.88276541,73.29141961,32.52323779,0.295433262,0.005170801,49.88035646,0.330766269,0.903405028,0.996204412,6.541231963,0.424610815,0.821002255,0,1,0,0,0,1,86.36429947,56.2780681,0.97722647,0.003795588,0.001925298,0,0,0,0.004895759,0,0.012156884,18179,0.808590471,0.728307299,0.76292028,0.721352254,0.856455001,0.410619836,0.374833306,0.687395644,0.523105465,0.841311131,0.776685377,0.616163348,0.666284104,0.473232956,0.35662873,0.4279768,0.395671226,0.442429989,0.569565715,0.52306276,0.7870302,0.759104666,0.848364876,0.753980012,0.616867332,0.629099668,0.831938845,0.781836004,0.273177179,0.685733382,0.693519347,0.545119523,0.608172238,0.582297811,0.754302171,0.645551653,0.563827698,0.663895186,0.41081937,0.490970571,0.403912395,0.679522834,0.712134962,0.691263626,0.679396034,0.709377638,0.753475681,0.677746096,0.847179827,0.62892965,0.381107694,0.745548708,0.502965261,0.461972393,0.470445213,0.35251786,0.467807988,0.388710783,0.459548112,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth
457,clust_618_457,vote_bucket_low,vch_bucket_high,36.95671476,7.384108454,32.99270652,42.62351779,64.9872449,36.11752798,0.103537393,0.017440939,44.41017917,0.246551451,0.877596322,0.986840019,6.410337797,0.402251467,0.785952117,0,0,1,1,0,0,10.36367528,85.12244807,0.894878706,0.064848581,0.040114159,0,0,0,0.000158554,0,0,6307,0.808340526,0.764155004,0.800205461,0.658051101,0.837689328,0.419795978,0.36167722,0.711741169,0.579362547,0.874127187,0.803691342,0.63172296,0.660606343,0.486698432,0.355488623,0.469325309,0.339524394,0.347895273,0.510427894,0.527147752,0.732482782,0.791518593,0.803333894,0.781196744,0.603490965,0.641412073,0.9056602,0.804568552,0.242100444,0.72436583,0.703297298,0.575560208,0.596988376,0.62615988,0.694512861,0.687192473,0.623937125,0.65287601,0.475591259,0.460473622,0.438213251,0.693142251,0.714084108,0.703818986,0.661954467,0.746629393,0.77135334,0.701175431,0.871610267,0.64737974,0.435164963,0.711406079,0.527123435,0.459776811,0.494886297,0.37843433,0.499005759,0.441883873,0.503887406,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics
458,clust_618_458,vote_bucket_med,vch_bucket_high,36.14070977,8.002944942,33.96113137,38.93600491,76.88307958,41.79640682,0.132488706,0.016098906,36.69901272,0.291826025,0.914969314,0.988526194,5.560906749,0.484479232,0.808147292,0,0,1,0,1,0,51.3113226,84.17879481,0.956239438,0.03130837,0.012096416,0,0,0,8.89E-05,0,0.000266833,11243,0.825098082,0.780551678,0.821918372,0.649300229,0.857448955,0.403192465,0.356527044,0.732340404,0.579892248,0.885071919,0.824371881,0.660654342,0.686955185,0.465927704,0.327535389,0.504642847,0.324913813,0.334749581,0.502065203,0.557202332,0.726644131,0.805453093,0.81824166,0.803882854,0.615562678,0.671636984,0.915761512,0.820401159,0.224115288,0.750484833,0.720487086,0.611428598,0.62352266,0.61190901,0.708742683,0.709348057,0.644475615,0.658356119,0.50647358,0.44491604,0.430005244,0.714411655,0.729899918,0.716589259,0.662130865,0.763479458,0.787657645,0.730506653,0.8839934,0.667313264,0.464150797,0.738707227,0.540926889,0.434408789,0.463478924,0.356289373,0.538223345,0.481702557,0.543306681,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics
459,clust_618_459,vote_bucket_high,vch_bucket_high,49.45912059,10.65427415,37.95711798,40.34061947,79.03575977,28.44489209,0.305537403,0.00940357,53.37418372,0.392555507,0.933826731,0.994862865,7.079934578,0.501654332,0.846887244,0,0,1,0,0,1,87.30631694,87.81323944,0.979538529,0.015846757,0.003352199,0,0,0,0.00017414,0,0.001088376,22970,0.823849053,0.743849007,0.7520954,0.648353666,0.854984831,0.386009358,0.351965171,0.677254913,0.543552795,0.833323693,0.781013033,0.671168033,0.730811872,0.408775651,0.343653931,0.45564392,0.419077573,0.380960125,0.576372009,0.591044708,0.805885577,0.762466218,0.855046615,0.7272311,0.686835681,0.677489603,0.850350685,0.780447588,0.299542371,0.689520457,0.72330693,0.599001722,0.630069006,0.515541444,0.766018547,0.659414932,0.539769505,0.576618662,0.439800332,0.522147858,0.415110089,0.72076058,0.75346131,0.705387642,0.711385962,0.737986782,0.771072348,0.6863573,0.862544191,0.664604829,0.388065307,0.768262263,0.549262027,0.376834079,0.375015891,0.291318242,0.545026947,0.450229708,0.552765994,I_support_stricter_gun_reform_legislation,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth
460,clust_618_460,vote_bucket_low,vch_bucket_low,58,14.47994825,60.21208908,24.34238489,38.67900943,13.53113208,0.971367975,0.002120891,51.82290562,0.655355249,0.961823966,1,6.698802359,0,0.014846235,1,0,0,1,0,0,13.69607635,26.89633086,0.019088017,0.084835631,0.025450689,0,0.146341463,0,0,0,0.724284199,943,0.724794625,0.556604155,0.589474646,0.849695381,0.860980873,0.518150507,0.492527043,0.482021976,0.602357522,0.691009914,0.606103872,0.429878106,0.58159956,0.544714879,0.546815212,0.183464713,0.64775793,0.673035319,0.798125289,0.333854761,0.875667932,0.70220813,0.926358047,0.706062532,0.637718046,0.466760916,0.688888422,0.631080532,0.431708534,0.450161817,0.579886331,0.281172692,0.493109229,0.648156243,0.775895159,0.41487869,0.303713523,0.537419723,0.152900833,0.687236525,0.462594455,0.535467566,0.625700584,0.572789094,0.677905854,0.53721926,0.615500052,0.511844419,0.730952458,0.500157607,0.13702846,0.75046437,0.392801906,0.640025853,0.577819073,0.471198286,0.181999093,0.111912162,0.22801659,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,NAFTA_should_be_abolished_or_dramatically_reformed
461,clust_618_461,vote_bucket_med,vch_bucket_low,58.61075441,14.9292365,63.16492777,27.55991471,42.36950806,16.25458015,0.95505618,0.001203852,59.58627608,0.656099518,0.909309791,1,7.364699951,0,0.053370787,1,0,0,0,1,0,55.36998395,26.7340008,0.016452648,0.208667737,0.016452648,0,0.100722311,0,0,0,0.657704655,2492,0.725982989,0.56237584,0.589794635,0.845716805,0.854942335,0.511805576,0.499940569,0.489577659,0.591141412,0.69116306,0.599552038,0.441624682,0.594512044,0.535832968,0.546916169,0.181173603,0.643127179,0.665273442,0.800629728,0.339908517,0.880419028,0.696485214,0.925648748,0.700062518,0.648638529,0.473347258,0.685178701,0.637253907,0.424886099,0.4581837,0.583579023,0.292942122,0.492861974,0.642734447,0.78262945,0.420187635,0.305369291,0.534863553,0.155635388,0.685242972,0.456149944,0.541386536,0.626581426,0.574676695,0.672738232,0.536528015,0.609666213,0.509312635,0.722912949,0.501306904,0.135298786,0.746770733,0.383280765,0.630121455,0.564232105,0.459870221,0.195650836,0.121295019,0.236145316,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,NAFTA_should_be_abolished_or_dramatically_reformed
462,clust_618_462,vote_bucket_high,vch_bucket_low,63.2782982,16.30195961,64.41949649,30.2265949,42.18477681,10.75944598,0.923009368,0.00024395,68.18545082,0.676083138,0.879439891,1,8.057669687,0,0.109289617,1,0,0,0,0,1,90.59096897,22.96148858,0.046448087,0.351239266,0.00175644,0,0.06357338,0,0,0,0.536982826,20496,0.734776601,0.547363555,0.554094828,0.829958184,0.853846029,0.499153463,0.495200522,0.467407794,0.561818887,0.659252229,0.578144705,0.447810286,0.618048235,0.514592739,0.557911208,0.189384531,0.675267062,0.679472122,0.804323027,0.366872858,0.907396508,0.677235387,0.933681221,0.672582162,0.695679838,0.481887399,0.640362601,0.606086306,0.475106913,0.439801034,0.5840525,0.303106174,0.488147813,0.606701786,0.801052381,0.405367347,0.273170845,0.517030952,0.160019403,0.721986254,0.449039613,0.56372903,0.640298786,0.572437176,0.687076512,0.545339667,0.624375042,0.504165855,0.723801535,0.519712813,0.139834502,0.761947507,0.416497889,0.584915932,0.496402956,0.420809147,0.211638597,0.130274906,0.251299942,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers
463,clust_618_463,vote_bucket_low,vch_bucket_med,58.5820034,12.54862745,53.72122241,23.55947759,49.30723104,12.2821164,0.857724958,0.010865874,46.47945671,0.62614601,0.952122241,1,6.583427159,0,0.069269949,0,1,0,1,0,0,12.45541596,57.02211205,0.016298812,0.225466893,0.026825127,0,0.639049236,0,0,0,0.092359932,2945,0.737083837,0.57107658,0.598757804,0.807996395,0.853259429,0.501363965,0.474705536,0.476700927,0.619870338,0.693597063,0.617548045,0.438530684,0.594797279,0.533104356,0.543387708,0.203051926,0.643492091,0.629046096,0.775272787,0.356788099,0.858537703,0.719562569,0.915353476,0.705655571,0.653682292,0.488028481,0.716050406,0.623984177,0.441331216,0.466382924,0.584044924,0.310773266,0.490179041,0.627486345,0.748328378,0.43270492,0.304991139,0.483999215,0.1824427,0.696902217,0.483669603,0.564612245,0.635798274,0.584810688,0.682781706,0.571353436,0.630091991,0.537747096,0.747478033,0.525771685,0.162964708,0.763025913,0.431856578,0.60959197,0.558812085,0.463430392,0.209025191,0.138955255,0.270104387,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers
464,clust_618_464,vote_bucket_med,vch_bucket_med,57.70243619,12.90863863,58.04176334,24.74542233,56.53176817,15.66418468,0.775715391,0.006572588,51.53585927,0.622269476,0.894451962,1,6.994048022,0,0.153489271,0,1,0,0,1,0,53.44937174,57.85300406,0.018364585,0.467813648,0.013145177,0,0.405374058,0,0,0,0.095302532,5173,0.739816098,0.575967161,0.606426842,0.801505937,0.851423702,0.496661241,0.462821781,0.485363003,0.603872008,0.694784105,0.623943264,0.446466985,0.59513521,0.533009442,0.534044623,0.212376791,0.631283212,0.615224833,0.760235136,0.366195245,0.853625114,0.723940806,0.909124059,0.702090932,0.655034069,0.491710304,0.728252998,0.628510949,0.443438856,0.478379911,0.592334812,0.320700555,0.491738151,0.618894135,0.74504929,0.44214848,0.318157321,0.491101863,0.191964275,0.688693223,0.479556805,0.576425824,0.640071351,0.590769229,0.688524022,0.58062283,0.63640968,0.544757635,0.757450249,0.534733393,0.174870503,0.761977589,0.442939862,0.593163822,0.549659984,0.451763458,0.223616021,0.149124759,0.278738737,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits
465,clust_618_465,vote_bucket_high,vch_bucket_med,65.14674912,14.18075161,61.84944213,25.59007022,59.46388189,8.873514584,0.788591657,0.001344267,56.76300578,0.650759511,0.817269346,1,7.369279946,0,0.232378904,0,1,0,0,0,1,89.35107765,57.839262,0.039879912,0.63059551,0.005959582,0,0.224626966,0,0,0,0.098938029,22317,0.761731499,0.563359854,0.563759152,0.773757305,0.853416895,0.476214707,0.435611857,0.459410215,0.563469067,0.662784144,0.607998297,0.463558697,0.635209695,0.485059429,0.534144448,0.231858208,0.665740665,0.628911626,0.758426377,0.422135531,0.899556061,0.704093874,0.92362808,0.661861945,0.70833119,0.513765463,0.673572634,0.590831887,0.505781504,0.460275147,0.600899115,0.342489657,0.502948211,0.555395376,0.775726475,0.424447719,0.267968899,0.458001205,0.200186042,0.728867811,0.471743285,0.612374327,0.668761944,0.598315898,0.728595521,0.600042581,0.655897385,0.543604995,0.766679888,0.558825033,0.176538881,0.79721655,0.482871772,0.524086079,0.453791773,0.390480822,0.26097808,0.169311493,0.307284945,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Legalizing_marijuana_is_a_bad_idea,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers
466,clust_618_466,vote_bucket_low,vch_bucket_high,57.94309228,8.92616343,50.2822623,29.33514461,54.00975482,18.15740806,0.562248293,0.00507792,48.30625109,0.566800911,0.845386097,1,6.805416603,0,0.229381895,0,0,1,1,0,0,14.37273682,87.16567501,0.011381544,0.763614078,0.022763089,0,0.201190685,0,0,0,0.001050604,5711,0.756728217,0.620520656,0.633302165,0.71636788,0.835817538,0.470586619,0.4226659,0.517140093,0.610004475,0.726148819,0.668997309,0.502034097,0.634368212,0.494657695,0.50259055,0.272940263,0.587231796,0.516047761,0.703299523,0.431934011,0.829821181,0.744041429,0.890113275,0.700270457,0.686562982,0.543582206,0.782269151,0.648347117,0.429625827,0.526743625,0.625536128,0.402305659,0.517747088,0.575837836,0.71897458,0.500157525,0.359888436,0.447691628,0.266233477,0.666206386,0.486767133,0.622840204,0.671898905,0.618157501,0.703427379,0.638012147,0.675511263,0.587124214,0.795508315,0.583785175,0.235526357,0.760249584,0.496511786,0.521173674,0.499263639,0.410307411,0.319241625,0.234507554,0.372879373,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Legalizing_marijuana_is_a_bad_idea
467,clust_618_467,vote_bucket_med,vch_bucket_high,59.3806355,9.693452381,55.40875062,27.60725605,57.77954054,18.28689029,0.64639827,0.003493595,52.63691565,0.625603061,0.831808351,1,7.088787967,0,0.270004991,0,0,1,0,1,0,53.33857927,86.38523207,0.007569456,0.798536017,0.026451506,0,0.164614873,0,0,0,0.002828148,12022,0.761853817,0.612114938,0.624932119,0.724735499,0.84121624,0.470313548,0.4226817,0.503971478,0.604590621,0.714013071,0.658087218,0.498337053,0.638086413,0.488584632,0.505820806,0.262310772,0.604551918,0.531078005,0.717832312,0.430759713,0.843377333,0.741659808,0.896112622,0.691062309,0.688163063,0.542163691,0.775009387,0.646826007,0.443006664,0.517165859,0.627294585,0.393448811,0.517583715,0.568070628,0.729136384,0.482646468,0.339642045,0.433591245,0.24842763,0.676742959,0.489151577,0.628406582,0.673199464,0.614426237,0.717363104,0.627997679,0.665534531,0.577078353,0.791443198,0.573627028,0.215186023,0.775723298,0.489838642,0.516587434,0.489726656,0.402416938,0.313818607,0.222576724,0.366966223,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Legalizing_marijuana_is_a_bad_idea,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers
468,clust_618_468,vote_bucket_high,vch_bucket_high,66.6935067,11.64282096,60.56777281,26.82507819,62.73183929,9.720858132,0.761135929,0.000606254,56.83436503,0.649042757,0.739215061,1,7.390667168,0,0.335402042,0,0,1,0,0,1,90.13589662,86.25444528,0.026659221,0.902074027,0.008966177,0,0.056269943,0,0,0,0.006030632,62680,0.782069234,0.587086572,0.571247208,0.711225224,0.846199338,0.4579889,0.407232227,0.465274428,0.579442848,0.677543512,0.637339236,0.489558302,0.659569273,0.45738269,0.518991119,0.267453792,0.656361673,0.569967945,0.72805433,0.465503295,0.884044804,0.713956219,0.909588862,0.65293783,0.734010651,0.547964713,0.715369097,0.596724381,0.515350871,0.48217226,0.62163446,0.389410353,0.515094984,0.517652532,0.751321144,0.45312558,0.276450408,0.394700423,0.243255998,0.72703417,0.493427589,0.652169967,0.690250137,0.615724895,0.750158869,0.644528227,0.679422179,0.571956838,0.795502115,0.591672919,0.207099404,0.81078802,0.534450488,0.477448264,0.420695746,0.367028669,0.320714115,0.21676636,0.372832613,Legalizing_marijuana_is_a_bad_idea,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers
469,clust_618_469,vote_bucket_low,vch_bucket_low,43.93702881,10.34792373,63.10446957,21.23605077,43.30643049,32.92467339,0.363192621,0.00188476,41.48731152,0.565495423,0.588314486,0.998721055,6.306761052,0.071856489,0.055364836,1,0,0,1,0,0,9.189263597,32.0821567,0,0,0.000504847,0,0,0.992393646,0,0.004442649,0.002658858,29712,0.743060844,0.623588368,0.695928753,0.845445544,0.861303758,0.520395687,0.441972685,0.589531683,0.584842615,0.784323782,0.702683577,0.435914929,0.515493423,0.612846413,0.474404714,0.253266211,0.500005173,0.582989358,0.686090389,0.325258542,0.781760749,0.774881631,0.873658816,0.763795161,0.540313669,0.48541293,0.797974684,0.693418644,0.333803812,0.568116086,0.595664148,0.340403336,0.501576315,0.69658242,0.71864604,0.507483275,0.441492819,0.632588477,0.231705778,0.567168262,0.454331731,0.570597111,0.610215654,0.626648782,0.64523272,0.60692152,0.655122333,0.610330293,0.790586848,0.531002423,0.248619446,0.719236219,0.414348433,0.676521382,0.688198859,0.517945572,0.215870381,0.145143491,0.232563223,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings
470,clust_618_470,vote_bucket_med,vch_bucket_low,54.50661175,13.39946585,60.57370475,22.05034529,46.10117948,26.93122288,0.520412691,0.002059397,46.21255148,0.623238673,0.795577715,0.998590939,6.571470886,0.058963798,0.048341643,1,0,0,0,1,0,48.01536961,30.14813245,0,0,0.001951008,0,0,0.974636896,0,0.013982224,0.009429872,9226,0.741078891,0.581289408,0.61853082,0.838122246,0.855540918,0.520719218,0.446673079,0.524438749,0.566356511,0.722202189,0.639132535,0.441003858,0.564500104,0.561213343,0.515738056,0.217049006,0.580520538,0.623287924,0.748916243,0.350438678,0.848208474,0.747779401,0.90876777,0.716625044,0.610222408,0.483071646,0.728557998,0.641969726,0.408617996,0.50272975,0.594328219,0.321439214,0.502509818,0.646901061,0.762737703,0.448692033,0.345435371,0.558203311,0.185942502,0.639797611,0.449492619,0.568801004,0.62508146,0.604168165,0.682094147,0.571304137,0.633022592,0.559154937,0.76458198,0.522637356,0.187298716,0.749257429,0.404978495,0.625830649,0.592819975,0.456106721,0.216940544,0.134737179,0.234810993,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider,Planned_Parenthood_should_not_receive_public_funding
471,clust_618_471,vote_bucket_high,vch_bucket_low,66.08221149,15.42598509,62.42760251,19.09675759,50.47946475,14.59111683,0.588428733,0.000205529,46.69777001,0.734148597,0.8440037,1,6.69856489,0.017367177,0.01695612,1,0,0,0,0,1,87.82065564,28.37566334,0,0,0.000719351,0,0,0.94604871,0,0.026513205,0.026718734,9731,0.756670027,0.526023427,0.521804284,0.820716445,0.855409756,0.518439515,0.438615618,0.442003646,0.539104372,0.6480553,0.58222956,0.415364194,0.594615122,0.521859499,0.561673562,0.196457825,0.670792568,0.680226579,0.787496082,0.378131702,0.911001444,0.718669257,0.934958156,0.664760963,0.683708646,0.475572421,0.630998257,0.552268796,0.522691359,0.430601808,0.573011066,0.291933052,0.487054799,0.596893429,0.793028236,0.385575761,0.233753611,0.486108648,0.151994656,0.733361148,0.460728643,0.58329816,0.638116856,0.588799826,0.721298327,0.571036189,0.634938872,0.527156808,0.758287716,0.537900541,0.15156912,0.793408332,0.441279635,0.576310734,0.493554655,0.40574257,0.199716774,0.112335631,0.226561357,Legalizing_marijuana_is_a_bad_idea,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies
472,clust_618_472,vote_bucket_low,vch_bucket_med,46.99604996,8.632907757,57.49267932,20.6529591,44.84343917,34.60828644,0.216829524,0.00460907,33.30534921,0.606203741,0.698600458,0.997564258,5.670771155,0.104198627,0.116552281,0,1,0,1,0,0,8.475688333,56.77654232,0,0,0.000787243,0,0,0.998896515,0,8.07E-05,0.0002355,148620,0.746555694,0.625151885,0.685767672,0.804397155,0.844216021,0.522162694,0.409943474,0.564435542,0.581313303,0.76768818,0.688497281,0.450382747,0.533365726,0.591238729,0.488231167,0.246015785,0.49688264,0.530947047,0.676297954,0.350141073,0.796646498,0.799368896,0.877803885,0.752138556,0.561316716,0.49146984,0.818107812,0.677384401,0.360119841,0.565548247,0.604782618,0.353515194,0.503171383,0.678767886,0.699929894,0.501828474,0.409848059,0.559585909,0.224860166,0.584356794,0.473070035,0.584799116,0.623188772,0.626211247,0.674028957,0.606989585,0.645943946,0.60443637,0.801895889,0.535219576,0.230316457,0.729313625,0.414538715,0.630202622,0.650269723,0.478656738,0.241188357,0.160982373,0.257025663,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,The_economic_boost_that_pipelines_create_for__Michigan__is_worth_some_risks_of_potential_pipeline_leaks
